position;castle_code;tags;castle_name;country;land;gebied;area;place;region;region_code;Latitude;Longitude;maps;stichter;founder;era;kasteel_type;castle_type;ct_code;kasteel_concept;castle_concept;cc_code;conditie;condition;c_code;opmerkelijk;remarkable;beschrijving;description;website;score_total;score_visitors;visitors;position_ref;score_ref;score_visitors_calculated;bezocht;score_alg;score_country;Description2;Name
72;saone;saone;Saone (Citadel of Salah Ed-Din, Saladin's Burcht);Syria;Syrië;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;Qalaat Salah ad-Din;;;35,595833;36,057222;;;;10;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Ruïne/Restant;Ruined/Partly remained;4; Opvallend is de 28 m diepe gracht die in de rotsen rondom de burcht werd uitgehouwen, vermoedelijk door de Byzantijnen. Deze gracht is 156 m lang en 14 tot 20 m breed en heeft een 28 m hoge “naald” bedoeld om de ophaalbrug te ondersteunen. Deze “naald” wordt gevormd door een stuk “niet weggenomen rots”.;One of the most magnificent features of the fortress is the 28 m deep ditch, which was cut into living rock probably by the Byzantines (it might have been completed by the Crusaders). This ditch, which runs 156 meters along the east side, is 14 to 20 meters wide and has a lonely 28 m high needle to support the drawbridge.;De Byzantijnen bouwden hier in de 10e eeuw een eerste verdedigingsconstructie. In het begin van de 12e eeuw - tijdens de Kruistochten - werd de burcht ingenomen door de kruisridders en verder uitgebouwd. In 1188 werd het kasteel veroverd door Saladin en het bleef daarna in moslimhanden. Saladin en zijn opvolgers, de Ajjoebiden, breidden het kasteel opnieuw verder uit.; Emperor John I Tzimiskes gained control of the place from the Aleppan Hamdanid dynasty, and built the first of its defensive structures. It then fell in the hands of the Crusaders at around the beginning of the 12th century. It is mentioned that in 1119 it was owned by Robert of Saone who was given control of it by Roger, Prince of Antioch. Most of what is evident today was built at this time. The fortress was notable as being one of the few which were not entrusted to the major military orders of the Hospitaller and the Templars. The Crusader walls were breached by the armies of Muslim leader Salah ed-Din in July 1188, and it is from this victory that the castle takes its present name.;http://www.akdn.org/publications/hcp_syria_brief2.pdf;630,9508147;6,255639098;132;46;394,4098442;651,9639098;;496,1737819;224;<b>Saone (Citadel of Salah Ed-Din, Saladin's Burcht)</b><br><br><img src='http://www.topcastles.com/images/large/saone.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=saone<br><br>72. Saone (Citadel of Salah Ed-Din, Saladin's Burcht)<br>Country: Syria<br>Region: <br>Place: Qalaat Salah ad-Din;Saone (Citadel of Salah Ed-Din, Saladin's Burcht)
73;salzburg;salzburg;Kaiserburg Salzburg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Bad Neuhaus an der Saale;Bayern;bayern;50,320556;10,23;;;;11;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;629,5334739;5,612903226;61;35;436,4314585;573,4903226;;611,0040419;0;<b>Kaiserburg Salzburg</b><br><br><img src='http://www.topcastles.com/images/large/salzburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=salzburg<br><br>73. Kaiserburg Salzburg<br>Country: Germany<br>Region: Bayern<br>Place: Bad Neuhaus an der Saale;Kaiserburg Salzburg
74;gisors;gisors;Château de Gisors;France;Frankrijk;;;;Normandie;normandie;49,280331;1,773847;13677860600154138793;Koning Henry II van Engeland;King Henry II of England;12;Stadsburcht;City castle;5;Later normandisch;Later norman;2;Beschadigd;Damaged;3; ; ;De mottebucht binnen het kasteel is gebouwd door King William II of England in de 1097.;De mottebucht binnen het kasteel is gebouwd door King William II of England in de 1097.;http://www.normandienet.tm.fr/nn/rhnv/gisors.htm;625,1516585;6,73125;159;62;358,5435095;704,925;2005;501,9609133;0;<b>Château de Gisors</b><br><br><img src='http://www.topcastles.com/images/large/gisors.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=gisors<br><br>74. Château de Gisors<br>Country: France<br>Region: Normandie<br>Place: ;Château de Gisors
75;sarospatak;Sárospatak;Pataki vár (Sárospatak, Rákóczi);Hungary;Hongarije;Oost Europa, Balkan;Eastern Europe, Balkans;Sárospatak;Észak Magyaroszág (Northern Hungary);eszakmagyar;48,3158004167;21,568607543;;;;15;Stadsburcht;City castle;5;Donjon binnen weermuren;Donjon inside curtain wall;6;Intakt;Intact;1; ; ;;;http://mars.elte.hu/varak/sarospatak/sarospatak.htm?rom=382;623,3583902;7,243055556;143;84;329,895125;752,9055556;;377,8531749;336;<b>Pataki vár (Sárospatak, Rákóczi)</b><br><br><img src='http://www.topcastles.com/images/large/sarospatak.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=sarospatak<br><br>75. Pataki vár (Sárospatak, Rákóczi)<br>Country: Hungary<br>Region: Észak Magyaroszág (Northern Hungary)<br>Place: Sárospatak;Pataki vár (Sárospatak, Rákóczi)
76;akershus;akershus;Akershus;Norway;Noorwegen;Scandinavië, Noord Europa;Scandinavia, Nordic;Oslo;;;59,9066111111111;10,7361666666667;;;;; ; ;; ; ;;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;620,3231712;6,673913043;45;56;369,0305767;676,3913043;;404,6428074;448;<b>Akershus</b><br><br><img src='http://www.topcastles.com/images/large/akershus.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=akershus<br><br>76. Akershus<br>Country: Norway<br>Region: <br>Place: Oslo;Akershus
77;runkelstein;runkelstein;Castel Roncolo (Schloss Runkelstein);Italy;Italië;Zuid Europa, Alpen, Heilige Roomse Rijk;South Europe, Alps, Holy Roman Empire;Bolzano;Trento (Zuid-Tirol, Trentino);trento;46,51734366;11,35894988;17766502916456780253;Heren van Wanga;Heren of Wanga;13;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;http://www.comune.bolzano.it/roncolo/ie/index.htm;619,1968221;7;76;75;346,2186912;715,2;2007;484,7061677;0;<b>Castel Roncolo (Schloss Runkelstein)</b><br><br><img src='http://www.topcastles.com/images/large/runkelstein.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=runkelstein<br><br>77. Castel Roncolo (Schloss Runkelstein)<br>Country: Italy<br>Region: Trento (Zuid-Tirol, Trentino)<br>Place: Bolzano;Castel Roncolo (Schloss Runkelstein)
78;coburg;coburg;Veste Coburg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Coburg;Bayern;bayern;50,26362;10,98253;;;;11;Rotskasteel;Rock castle;2;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;;;http://www.coburger-geschichte.de;617,7168648;7,351351351;110;91;321,276997;757,1351351;;449,7877957;0;<b>Veste Coburg</b><br><br><img src='http://www.topcastles.com/images/large/coburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=coburg<br><br>78. Veste Coburg<br>Country: Germany<br>Region: Bayern<br>Place: Coburg;Veste Coburg
79;kremlin;kremlin;Kremlin;Russia;Rusland;Oost Europa;Eastern Europe;Moskou;;;;;;;;15;Stadsburcht;City castle;5;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;Op de plaats waar de rivieren Moskva en Neglinnaja samenkomen, liet de Russische vorst Joerij Dolgoroekij in 1156 een houten fort (kremlin) bouwen. Al snel groeide deze verdedigingspost uit tot een bloeiende stad. De ommuring van het Kremlin was aanvankelijk van hout en werd in 1367 vervangen door muren van witte natuursteen, vooral om de stad te beschermen tegen de Mongolen.;"Until the 14th century, the site was known as the grad of Moscow. The word ""kremlin"" was first recorded in 1331 and its etymology is disputed (see Max Vasmer online (Russian)). The grad was greatly extended by Prince Yuri Dolgorukiy in 1156, destroyed by the Mongols in 1237 and rebuilt in oak in 1339.";http://www.kreml.ru/en/history/kremlin/;616,779929;7,685714286;34;94;310,104683;775,3714286;;322,1465562;448;<b>Kremlin</b><br><br><img src='http://www.topcastles.com/images/large/kremlin.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=kremlin<br><br>79. Kremlin<br>Country: Russia<br>Region: <br>Place: Moskou;Kremlin
80;gripsholm;gripsholm;Gripsholm;Sweden;Zweden;Scandinavië, Noord Europa;Scandinavia, Nordic;Mariefred (Södermanland);Östra Mellansverige (East Middle Sweden);ostra_mellansverige;;;;Bo Jonsson Grip;Bo Jonsson Grip;14;Havenburcht;Harbour castle;4;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Herbouwd/Verbouwd;Rebuild/Restored;2;;;"De bouw van het kasteel werd begonnen door Bo Jonsson Grip, naar wie het kasteel dan ook genoemd is (Zweeds: holme = klein eiland, grip = griffioen). Grip was een grootgrondbezitter die in zijn tijd meer land bezat dan de Zweedse koning.
Na de dood van Grip kwam het kasteel in handen van Margaretha I van Denemarken, die het kasteel verpandde aan een Duitse graaf. Die stelde een voogd aan om het kasteel en de omliggende landerijen te besturen.
Tijdens de Engelbrekt-opstand werd het kasteel in brand gestoken en grotendeels verwoest. Het werd echter weer opgebouwd en kwam aan het einde van de 15e eeuw in bezit van de Zweedse regent Sten Sture de Oudere.
Na zijn kroning nam Gustaaf I het kasteel in bezit. Hij brak het bijna in zijn geheel af en bouwde een nieuw kasteel. De bouw zou jaren duren en zelfs doorgaan onder de regering van Erik XIV van Zweden, Gustaafs opvolger."; A fortress was built at the location around 1380 by Bo Jonsson Grip, and belonged to his family until the confiscation of mansions and castles by King Gustav I in 1526. The King tore it down, and built a fortified castle with circular corner towers and a wall, for defensive purposes. Of the original medieval fortress, only the façade of a wall remains.;http://www.werbeka.com/vasteras/griphlme.htm;614,9416471;8,012987013;76;110;285,2136628;816,4987013;;287,2991279;448;<b>Gripsholm</b><br><br><img src='http://www.topcastles.com/images/large/gripsholm.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=gripsholm<br><br>80. Gripsholm<br>Country: Sweden<br>Region: Östra Mellansverige (East Middle Sweden)<br>Place: Mariefred (Södermanland);Gripsholm
81;dublin;dublin;Dublin Castle;Republic of Ireland;Ierland;Britse Eilanden;British isles;Dublin;Dublin;dublin;;;;;;13;Stadsburcht;City castle;5;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;614,5151326;6,970588235;33;70;347,4285787;703,6588235;;380,4000102;424;<b>Dublin Castle</b><br><br><img src='http://www.topcastles.com/images/large/dublin.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=dublin<br><br>81. Dublin Castle<br>Country: Republic of Ireland<br>Region: Dublin<br>Place: Dublin;Dublin Castle
82;trencsen;trencsen;Trencianský hrad (Trencsén, Trencín);Slovakia;Slowakije;Oost Europa;Eastern Europe;Trencín;Trenciansko;trenciansko;;;;Matúš Cák Trencianský;Matúš Cák TrenCianský;10;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;The castle is situated on the limestone cliff, and has been constructed in place of a Slavs settlement and from the 11th century it has become the king's guard castle of the town. The oldest part of the castle is probably the Romanesque tower. The rests of the tower are found in the advanced courtyard. The castle was owned by important royal and gentry families, of which the most famous was Matúš Cák of Trencín (from the beginning of the 14th century).;The castle is situated on the limestone cliff, and has been constructed in place of a Slavs settlement and from the 11th century it has become the king's guard castle of the town. The oldest part of the castle is probably the Romanesque tower. The rests of the tower are found in the advanced courtyard. The castle was owned by important royal and gentry families, of which the most famous was Matúš Cák of Trencín (from the beginning of the 14th century).;http://www.muzeumtn.sk/trencian1.htm;611,536346;8,642307692;259;170;226,1344016;916,0307692;;204,5881622;448;<b>Trencianský hrad (Trencsén, Trencín)</b><br><br><img src='http://www.topcastles.com/images/large/trencsen.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=trencsen<br><br>82. Trencianský hrad (Trencsén, Trencín)<br>Country: Slovakia<br>Region: Trenciansko<br>Place: Trencín;Trencianský hrad (Trencsén, Trencín)
83;manzanares;manzanares;Castillo de los Mendoza (Castillo nuevo de Manzanares el Real);Spain;Spanje;Zuid Europa;South Europe;Madrid;Madrid;madrid;40,727153;-3,862343;9190599759601272516;Markies Íñigo López de Mendoza;Markies Íñigo López de Mendoza;14;Hoogteburcht;Mountain castle;1;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;;;http://www.feelmadrid.com/manzanarescastle.html;606,3768938;8,053691275;148;124;265,4359222;834,9691275;;315,6102911;224;<b>Castillo de los Mendoza (Castillo nuevo de Manzanares el Real)</b><br><br><img src='http://www.topcastles.com/images/large/manzanares.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=manzanares<br><br>83. Castillo de los Mendoza (Castillo nuevo de Manzanares el Real)<br>Country: Spain<br>Region: Madrid<br>Place: Madrid;Castillo de los Mendoza (Castillo nuevo de Manzanares el Real)
84;bellver;bellver;Castillo de Bellver ;Spain;Spanje;Zuid Europa;South Europe;Mallorca;Baleares;baleares;39,563808;2,619359;16988234534166124629;Koning James II van Aragon;King James II of Aragon;14;Hoogteburcht;Mountain castle;1;Donjon buiten weermuren;Donjon outside curtain wall;8;Intakt;Intact;1;;;;;;606,0894874;8,373913043;114;140;251,1042613;860,1913043;;295,5459659;224;<b>Castillo de Bellver </b><br><br><img src='http://www.topcastles.com/images/large/bellver.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=bellver<br><br>84. Castillo de Bellver <br>Country: Spain<br>Region: Baleares<br>Place: Mallorca;Castillo de Bellver 
85;egeskov;egeskov;Egeskov;Denmark;Denemarken;Scandinavië, Noord Europa;Scandinavia, Nordic;Kværndrup;Fyn (Funen);fyn;;;;;;;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;;;http://www.egeskov.dk/english/index.html;602,8422199;8,318181818;65;136;256,0368099;844,8181818;2006;246,4515339;448;<b>Egeskov</b><br><br><img src='http://www.topcastles.com/images/large/egeskov.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=egeskov<br><br>85. Egeskov<br>Country: Denmark<br>Region: Fyn (Funen)<br>Place: Kværndrup;Egeskov
86;pernstejn;Pernštejn;Pernštejn Hrad;Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Nedvedice (Brno);Jiho Moravia (Südmährien);sudmoravia;;;;;;13;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Intakt;Intact;1; ; ;;;http://www.hrad-pernstejn.cz/;601,4737262;8,336283186;112;145;248,2884077;856,0283186;2005;319,6037708;112;<b>Pernštejn Hrad</b><br><br><img src='http://www.topcastles.com/images/large/pernstejn.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=pernstejn<br><br>86. Pernštejn Hrad<br>Country: Czechia<br>Region: Jiho Moravia (Südmährien)<br>Place: Nedvedice (Brno);Pernštejn Hrad
87;sumeg;sumeg;Sümegi vár;Hungary;Hongarije;Oost Europa, Balkan;Eastern Europe, Balkans;Sümeg;Közép Dunántúl (Central Transdanubia);kozepdunan;46,9822875632;17,2825646074;9940997833182025602;;;13;Rotskasteel;Rock castle;2;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Beschadigd;Damaged;3; ; ;;;http://www.sumegvar.hu/;601,2041417;7,742268041;96;111;282,7674885;793,4268041;;311,8744839;336;<b>Sümegi vár</b><br><br><img src='http://www.topcastles.com/images/large/sumeg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=sumeg<br><br>87. Sümegi vár<br>Country: Hungary<br>Region: Közép Dunántúl (Central Transdanubia)<br>Place: Sümeg;Sümegi vár
88;aggstein;aggstein;Schloss Aggstein;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;;Niederöstenreich;niederoesterreich;48,313969;15,421951;5782929205404643771;Nizzo van Hezzmannsweisen;Nizzo of Hezzmannsweisen;;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Beschadigd;Damaged;3; ; ;;;;600,738844;6,291666667;71;60;365,617234;643,3666667;;511,8641276;0;<b>Schloss Aggstein</b><br><br><img src='http://www.topcastles.com/images/large/aggstein.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=aggstein<br><br>88. Schloss Aggstein<br>Country: Austria<br>Region: Niederöstenreich<br>Place: ;Schloss Aggstein
